id,categoria,valor,quantidade,data,regiao,status
9005,D,77.40257966934666,4,2023-01-07 06:05:00,Leste,Ativo
9006,B,92.43214614612397,24,2023-01-07 06:06:00,Sul,Pendente
9007,D,117.28228784099946,96,2023-01-07 06:07:00,Norte,Ativo
9008,D,106.6865650706705,10,2023-01-07 06:08:00,Oeste,Ativo
9009,B,82.72947873910655,16,2023-01-07 06:09:00,Sul,Ativo
9010,E,100.92767115833087,39,2023-01-07 06:10:00,Leste,Ativo
9011,A,73.4271285154548,96,2023-01-07 06:11:00,Oeste,Pendente
9012,D,82.72955733970574,18,2023-01-07 06:12:00,Oeste,Inativo
9013,D,66.85647279396865,25,2023-01-07 06:13:00,Oeste,Inativo
9014,E,108.57676595610562,7,2023-01-07 06:14:00,Norte,Inativo
9015,E,94.34385469775746,56,2023-01-07 06:15:00,Leste,Inativo
9016,C,96.84555109860199,47,2023-01-07 06:16:00,Leste,Ativo
9017,E,116.118742489737,82,2023-01-07 06:17:00,Oeste,Ativo
9018,D,80.05497531085814,82,2023-01-07 06:18:00,Sul,Inativo
9019,B,109.33498468240575,3,2023-01-07 06:19:00,Oeste,Ativo
9020,A,139.6984198830765,1,2023-01-07 06:20:00,Leste,Ativo
9021,C,80.35772248171264,33,2023-01-07 06:21:00,Norte,Ativo
9022,B,68.73962197407101,71,2023-01-07 06:22:00,Norte,Ativo
9023,A,74.8431888798936,74,2023-01-07 06:23:00,Oeste,Pendente
9024,A,107.77170578065207,59,2023-01-07 06:24:00,Norte,Inativo
9025,A,134.9258440132018,72,2023-01-07 06:25:00,Norte,Ativo
9026,B,134.10658065795218,32,2023-01-07 06:26:00,Sul,Ativo
9027,C,116.89811845243418,87,2023-01-07 06:27:00,Norte,Ativo
9028,C,117.58593051358865,17,2023-01-07 06:28:00,Sul,Ativo
9029,A,109.29113802974301,78,2023-01-07 06:29:00,Oeste,Pendente
9030,B,114.5019945739882,17,2023-01-07 06:30:00,Leste,Ativo
9031,A,106.07515898201854,89,2023-01-07 06:31:00,Leste,Ativo
9032,E,84.00471744424203,21,2023-01-07 06:32:00,Sul,Pendente
9033,C,134.26876018101143,55,2023-01-07 06:33:00,Leste,Inativo
9034,D,126.7086345793917,6,2023-01-07 06:34:00,Oeste,Ativo
9035,A,84.46020331498835,84,2023-01-07 06:35:00,Leste,Pendente
9036,E,112.96958653394492,49,2023-01-07 06:36:00,Norte,Inativo
9037,C,129.22484454492388,84,2023-01-07 06:37:00,Oeste,Pendente
9038,B,108.37360257728606,26,2023-01-07 06:38:00,Oeste,Ativo
9039,C,95.8928555224237,32,2023-01-07 06:39:00,Leste,Ativo
9040,B,128.59461452384704,72,2023-01-07 06:40:00,Leste,Inativo
9041,B,105.10680200181862,44,2023-01-07 06:41:00,Sul,Ativo
9042,A,87.4424492195895,59,2023-01-07 06:42:00,Norte,Inativo
9043,A,76.99662319666416,29,2023-01-07 06:43:00,Leste,Pendente
9044,C,41.378064725749226,17,2023-01-07 06:44:00,Leste,Ativo
9045,E,139.4624933157308,18,2023-01-07 06:45:00,Sul,Ativo
9046,C,83.26296873025211,40,2023-01-07 06:46:00,Leste,Ativo
9047,D,119.27889698159335,63,2023-01-07 06:47:00,Norte,Ativo
9048,B,81.59219144328735,82,2023-01-07 06:48:00,Norte,Ativo
9049,B,103.33919228791586,75,2023-01-07 06:49:00,Oeste,Ativo
9050,A,108.99456951012223,45,2023-01-07 06:50:00,Oeste,Pendente
9051,E,75.21743952195465,76,2023-01-07 06:51:00,Norte,Pendente
9052,A,119.14073660272446,79,2023-01-07 06:52:00,Sul,Ativo
9053,D,96.03524120694874,90,2023-01-07 06:53:00,Oeste,Inativo
9054,C,111.05289428932616,3,2023-01-07 06:54:00,Norte,Ativo
9055,C,129.09036471202648,3,2023-01-07 06:55:00,Norte,Ativo
9056,E,114.79245933488166,38,2023-01-07 06:56:00,Oeste,Pendente
9057,A,98.10346021906001,99,2023-01-07 06:57:00,Norte,Ativo
9058,A,138.88097351375802,73,2023-01-07 06:58:00,Norte,Inativo
9059,D,99.10697397742754,40,2023-01-07 06:59:00,Norte,Ativo
9060,C,101.86265914784651,68,2023-01-07 07:00:00,Norte,Ativo
9061,A,96.72749102453825,54,2023-01-07 07:01:00,Oeste,Inativo
9062,E,75.48794098088416,20,2023-01-07 07:02:00,Sul,Ativo
9063,C,73.2842807523027,15,2023-01-07 07:03:00,Norte,Inativo
9064,D,88.91595090094842,93,2023-01-07 07:04:00,Leste,Ativo
9065,E,79.72533692869678,5,2023-01-07 07:05:00,Sul,Pendente
9066,B,94.44659605827388,39,2023-01-07 07:06:00,Leste,Ativo
9067,D,116.52323664018587,40,2023-01-07 07:07:00,Leste,Ativo
9068,E,91.8186282735325,7,2023-01-07 07:08:00,Norte,Inativo
9069,A,104.39924199630326,72,2023-01-07 07:09:00,Oeste,Ativo
9070,B,89.88187329138577,96,2023-01-07 07:10:00,Leste,Inativo
9071,D,150.90071046807208,33,2023-01-07 07:11:00,Leste,Inativo
9072,A,130.1646986316235,37,2023-01-07 07:12:00,Leste,Ativo
9073,B,95.04785704164308,32,2023-01-07 07:13:00,Norte,Inativo
9074,C,105.44398519507581,43,2023-01-07 07:14:00,Norte,Ativo
9075,A,73.19231629807368,63,2023-01-07 07:15:00,Oeste,Ativo
9076,E,95.71186630502483,36,2023-01-07 07:16:00,Norte,Ativo
9077,D,87.99237218975328,98,2023-01-07 07:17:00,Sul,Inativo
9078,B,114.85780659082349,49,2023-01-07 07:18:00,Oeste,Ativo
9079,A,81.39376857708669,25,2023-01-07 07:19:00,Norte,Inativo
9080,C,133.15481100053918,96,2023-01-07 07:20:00,Norte,Ativo
9081,D,98.69143811155625,66,2023-01-07 07:21:00,Leste,Ativo
9082,D,82.6116913689478,9,2023-01-07 07:22:00,Norte,Ativo
9083,A,100.64317239130364,93,2023-01-07 07:23:00,Leste,Ativo
9084,C,114.73550817806336,18,2023-01-07 07:24:00,Norte,Ativo
9085,B,110.40803525470716,22,2023-01-07 07:25:00,Norte,Inativo
9086,A,103.13147497993474,99,2023-01-07 07:26:00,Norte,Ativo
9087,B,117.55262942520534,15,2023-01-07 07:27:00,Norte,Ativo
9088,D,116.32980685151861,7,2023-01-07 07:28:00,Norte,Ativo
9089,B,116.42964878343273,13,2023-01-07 07:29:00,Oeste,Pendente
9090,C,94.48658499016571,36,2023-01-07 07:30:00,Norte,Inativo
9091,E,94.34749440903977,16,2023-01-07 07:31:00,Norte,Ativo
9092,C,95.85312346928008,41,2023-01-07 07:32:00,Leste,Pendente
9093,B,90.11871428279292,21,2023-01-07 07:33:00,Sul,Ativo
9094,A,102.1134945056168,28,2023-01-07 07:34:00,Sul,Ativo
9095,D,99.88754831147479,74,2023-01-07 07:35:00,Oeste,Ativo
9096,E,133.10136683652988,83,2023-01-07 07:36:00,Norte,Pendente
9097,A,89.90369269802606,17,2023-01-07 07:37:00,Sul,Ativo
9098,A,80.26584628571516,65,2023-01-07 07:38:00,Leste,Pendente
9099,C,112.91469894168543,13,2023-01-07 07:39:00,Leste,Ativo
9100,B,101.43044088555561,36,2023-01-07 07:40:00,Oeste,Ativo
9101,C,86.27311426702047,58,2023-01-07 07:41:00,Leste,Ativo
9102,B,115.64231209952771,20,2023-01-07 07:42:00,Sul,Ativo
9103,C,94.42016199422685,52,2023-01-07 07:43:00,Sul,Inativo
9104,A,130.48569721494957,6,2023-01-07 07:44:00,Sul,Ativo
9105,D,80.99710186287066,23,2023-01-07 07:45:00,Norte,Ativo
9106,B,88.3835870634446,42,2023-01-07 07:46:00,Leste,Ativo
9107,E,102.55322699686899,24,2023-01-07 07:47:00,Leste,Ativo
9108,E,127.15569104116142,5,2023-01-07 07:48:00,Norte,Ativo
9109,A,85.7299645000561,32,2023-01-07 07:49:00,Sul,Ativo
9110,C,107.53011361954854,46,2023-01-07 07:50:00,Leste,Inativo
9111,C,76.72064277217615,17,2023-01-07 07:51:00,Sul,Ativo
9112,A,118.33449728631676,75,2023-01-07 07:52:00,Norte,Inativo
9113,E,86.96352642670846,27,2023-01-07 07:53:00,Sul,Inativo
9114,E,112.37545479169613,68,2023-01-07 07:54:00,Oeste,Ativo
9115,C,113.40810978118903,23,2023-01-07 07:55:00,Norte,Ativo
9116,B,63.68136007960354,87,2023-01-07 07:56:00,Sul,Pendente
9117,D,104.18653702983741,34,2023-01-07 07:57:00,Norte,Ativo
9118,B,89.88623213783099,21,2023-01-07 07:58:00,Leste,Ativo
9119,E,109.97021608402363,22,2023-01-07 07:59:00,Oeste,Ativo
9120,B,82.5187903520057,65,2023-01-07 08:00:00,Norte,Ativo
9121,D,88.37136592565713,32,2023-01-07 08:01:00,Sul,Ativo
9122,B,123.9693034677044,62,2023-01-07 08:02:00,Leste,Ativo
9123,B,122.42152736898022,28,2023-01-07 08:03:00,Sul,Inativo
9124,B,80.11788531538355,82,2023-01-07 08:04:00,Sul,Inativo
9125,B,135.92741549517353,7,2023-01-07 08:05:00,Norte,Ativo
9126,A,48.35881658473063,54,2023-01-07 08:06:00,Norte,Ativo
9127,E,104.29157852484298,70,2023-01-07 08:07:00,Sul,Inativo
9128,D,74.31098275434759,14,2023-01-07 08:08:00,Norte,Ativo
9129,E,107.4275819523478,94,2023-01-07 08:09:00,Sul,Pendente
9130,A,94.76712894198602,55,2023-01-07 08:10:00,Norte,Inativo
9131,A,79.64721496332442,58,2023-01-07 08:11:00,Oeste,Ativo
9132,A,85.25189308839649,44,2023-01-07 08:12:00,Norte,Ativo
9133,A,84.26740056891501,46,2023-01-07 08:13:00,Sul,Ativo
9134,B,101.52768815177893,14,2023-01-07 08:14:00,Leste,Ativo
9135,E,119.49451201811456,44,2023-01-07 08:15:00,Norte,Inativo
9136,C,139.1762013628451,41,2023-01-07 08:16:00,Oeste,Ativo
9137,D,96.58211603666273,73,2023-01-07 08:17:00,Oeste,Ativo
9138,A,105.97628449816294,95,2023-01-07 08:18:00,Oeste,Inativo
9139,E,123.72431468804868,2,2023-01-07 08:19:00,Oeste,Ativo
9140,A,91.02127099941836,82,2023-01-07 08:20:00,Sul,Ativo
9141,A,84.3383055033013,5,2023-01-07 08:21:00,Oeste,Ativo
9142,A,138.96850668264827,90,2023-01-07 08:22:00,Leste,Inativo
9143,A,96.40464731343508,87,2023-01-07 08:23:00,Norte,Ativo
9144,A,104.34673695365093,12,2023-01-07 08:24:00,Oeste,Ativo
9145,D,67.92266090405201,78,2023-01-07 08:25:00,Norte,Ativo
9146,E,89.52374790981958,77,2023-01-07 08:26:00,Sul,Ativo
9147,A,137.74277919984547,99,2023-01-07 08:27:00,Norte,Ativo
9148,A,109.25612918363709,47,2023-01-07 08:28:00,Sul,Ativo
9149,A,99.42636682725373,79,2023-01-07 08:29:00,Sul,Ativo
9150,A,127.87431128836252,35,2023-01-07 08:30:00,Norte,Ativo
9151,B,67.0980549172044,19,2023-01-07 08:31:00,Oeste,Ativo
9152,B,91.70501366582303,79,2023-01-07 08:32:00,Leste,Ativo
9153,C,145.4997682707293,63,2023-01-07 08:33:00,Norte,Inativo
9154,A,99.00062418378934,8,2023-01-07 08:34:00,Leste,Inativo
9155,C,98.86227700914878,23,2023-01-07 08:35:00,Norte,Inativo
9156,D,123.5829143247135,13,2023-01-07 08:36:00,Leste,Ativo
9157,C,124.97311507779276,23,2023-01-07 08:37:00,Norte,Pendente
9158,E,73.96907233629308,31,2023-01-07 08:38:00,Leste,Ativo
9159,B,108.55933346712946,30,2023-01-07 08:39:00,Leste,Inativo
9160,B,135.1158108706597,42,2023-01-07 08:40:00,Norte,Pendente
9161,A,87.13831735091286,2,2023-01-07 08:41:00,Norte,Ativo
9162,A,92.55138293925204,11,2023-01-07 08:42:00,Sul,Ativo
9163,D,100.57637427056719,25,2023-01-07 08:43:00,Leste,Ativo
9164,D,113.88689788814264,29,2023-01-07 08:44:00,Norte,Ativo
9165,E,71.44669979064805,22,2023-01-07 08:45:00,Oeste,Ativo
9166,A,37.74945119815162,19,2023-01-07 08:46:00,Oeste,Ativo
9167,A,104.30986935972365,73,2023-01-07 08:47:00,Sul,Ativo
9168,D,123.31755622914558,41,2023-01-07 08:48:00,Oeste,Ativo
9169,D,93.76081373767627,38,2023-01-07 08:49:00,Norte,Inativo
9170,D,87.7920033291862,29,2023-01-07 08:50:00,Leste,Ativo
9171,B,96.66067155302572,74,2023-01-07 08:51:00,Norte,Ativo
9172,C,131.95092339873906,22,2023-01-07 08:52:00,Oeste,Ativo
9173,C,86.70877185070405,88,2023-01-07 08:53:00,Oeste,Inativo
9174,A,111.40564608840671,8,2023-01-07 08:54:00,Norte,Ativo
9175,B,76.92858005796381,47,2023-01-07 08:55:00,Sul,Ativo
9176,D,77.88589049160801,6,2023-01-07 08:56:00,Norte,Inativo
9177,A,116.90086134620985,7,2023-01-07 08:57:00,Sul,Ativo
9178,B,132.68738589063878,84,2023-01-07 08:58:00,Oeste,Inativo
9179,E,117.78004231246179,81,2023-01-07 08:59:00,Leste,Ativo
9180,B,58.92341119672846,36,2023-01-07 09:00:00,Leste,Ativo
9181,A,91.60111520862601,8,2023-01-07 09:01:00,Norte,Ativo
9182,C,104.77833734199255,77,2023-01-07 09:02:00,Sul,Ativo
9183,D,101.19148221961032,88,2023-01-07 09:03:00,Oeste,Ativo
9184,E,61.60648999323418,46,2023-01-07 09:04:00,Leste,Inativo
9185,B,74.05608849133436,64,2023-01-07 09:05:00,Norte,Inativo
9186,A,83.96479097962204,31,2023-01-07 09:06:00,Norte,Inativo
9187,A,98.64791751298311,23,2023-01-07 09:07:00,Oeste,Ativo
9188,D,61.31912156504762,61,2023-01-07 09:08:00,Oeste,Ativo
9189,A,112.00450083490877,81,2023-01-07 09:09:00,Norte,Inativo
9190,A,98.14035185308099,50,2023-01-07 09:10:00,Norte,Inativo
9191,D,79.13593197621825,46,2023-01-07 09:11:00,Norte,Inativo
9192,E,103.87173990131397,88,2023-01-07 09:12:00,Sul,Pendente
9193,C,71.19954884299639,43,2023-01-07 09:13:00,Oeste,Pendente
9194,C,98.95828476707766,10,2023-01-07 09:14:00,Norte,Ativo
9195,B,63.9856502325697,95,2023-01-07 09:15:00,Oeste,Ativo
9196,E,66.90430096409528,20,2023-01-07 09:16:00,Norte,Ativo
9197,B,90.91907203680631,16,2023-01-07 09:17:00,Norte,Pendente
9198,C,85.67466116221865,78,2023-01-07 09:18:00,Norte,Ativo
9199,D,107.68577361331653,3,2023-01-07 09:19:00,Oeste,Inativo
9200,A,99.62686412444748,30,2023-01-07 09:20:00,Norte,Inativo
9201,C,142.0079122191134,18,2023-01-07 09:21:00,Norte,Pendente
9202,E,94.69676455531916,59,2023-01-07 09:22:00,Oeste,Ativo
9203,C,34.01179108890068,70,2023-01-07 09:23:00,Norte,Ativo
9204,E,59.31321928453229,84,2023-01-07 09:24:00,Leste,Ativo
9205,E,76.0774668263951,35,2023-01-07 09:25:00,Leste,Pendente
9206,E,167.69077719789297,19,2023-01-07 09:26:00,Norte,Pendente
9207,B,99.26553724738449,26,2023-01-07 09:27:00,Sul,Inativo
9208,D,122.17063154506029,35,2023-01-07 09:28:00,Oeste,Pendente
9209,C,120.1441820599553,76,2023-01-07 09:29:00,Norte,Ativo
9210,D,74.66185075883568,72,2023-01-07 09:30:00,Oeste,Ativo
9211,A,64.13750431328148,57,2023-01-07 09:31:00,Sul,Ativo
9212,C,112.84626725179133,49,2023-01-07 09:32:00,Sul,Inativo
9213,D,55.590924969921964,10,2023-01-07 09:33:00,Oeste,Ativo
9214,D,119.55318273930213,85,2023-01-07 09:34:00,Sul,Ativo
9215,A,97.65889353829472,29,2023-01-07 09:35:00,Sul,Inativo
9216,E,112.32108471074206,95,2023-01-07 09:36:00,Oeste,Inativo
9217,C,106.06884500582015,71,2023-01-07 09:37:00,Sul,Pendente
9218,C,107.13656997315923,98,2023-01-07 09:38:00,Leste,Ativo
9219,A,102.08973083211376,98,2023-01-07 09:39:00,Norte,Ativo
9220,E,105.63203507924764,94,2023-01-07 09:40:00,Leste,Ativo
9221,C,100.92170027080928,68,2023-01-07 09:41:00,Leste,Pendente
9222,C,72.47053117817187,94,2023-01-07 09:42:00,Norte,Ativo
9223,C,92.12282865661571,89,2023-01-07 09:43:00,Leste,Inativo
9224,E,143.3954149750133,78,2023-01-07 09:44:00,Norte,Ativo
9225,A,106.28231698754783,24,2023-01-07 09:45:00,Norte,Ativo
9226,C,122.84899126003523,43,2023-01-07 09:46:00,Oeste,Pendente
9227,D,80.33713747466297,95,2023-01-07 09:47:00,Norte,Ativo
9228,E,79.98894730530543,39,2023-01-07 09:48:00,Norte,Ativo
9229,B,75.93095150751103,92,2023-01-07 09:49:00,Sul,Ativo
9230,A,73.36462019224214,25,2023-01-07 09:50:00,Sul,Ativo
9231,D,67.55203006488196,83,2023-01-07 09:51:00,Leste,Ativo
9232,C,104.66429120496694,68,2023-01-07 09:52:00,Norte,Ativo
9233,B,92.88362329323576,34,2023-01-07 09:53:00,Norte,Pendente
9234,A,117.50989766523442,96,2023-01-07 09:54:00,Oeste,Ativo
9235,E,93.79207030089869,89,2023-01-07 09:55:00,Norte,Ativo
9236,B,51.93520418037376,86,2023-01-07 09:56:00,Oeste,Ativo
9237,B,108.87233601282777,53,2023-01-07 09:57:00,Norte,Ativo
9238,D,59.39172848367761,92,2023-01-07 09:58:00,Sul,Ativo
9239,A,104.2878869476337,55,2023-01-07 09:59:00,Sul,Ativo
9240,D,84.57284928768216,53,2023-01-07 10:00:00,Sul,Ativo
9241,D,104.65020067314917,18,2023-01-07 10:01:00,Leste,Ativo
9242,C,71.12762885465801,7,2023-01-07 10:02:00,Norte,Ativo
9243,E,115.56651048291016,63,2023-01-07 10:03:00,Sul,Pendente
9244,B,100.75218892607477,75,2023-01-07 10:04:00,Oeste,Ativo
9245,A,93.11593841953223,42,2023-01-07 10:05:00,Sul,Ativo
9246,E,66.10498950294281,11,2023-01-07 10:06:00,Norte,Ativo
9247,E,136.21069682703117,9,2023-01-07 10:07:00,Sul,Ativo
9248,A,81.86414568958133,35,2023-01-07 10:08:00,Norte,Ativo
9249,E,105.25881557522192,87,2023-01-07 10:09:00,Norte,Inativo
9250,C,81.0224211084765,97,2023-01-07 10:10:00,Sul,Ativo
9251,E,175.5497995225624,65,2023-01-07 10:11:00,Oeste,Ativo
9252,C,102.98842741385349,84,2023-01-07 10:12:00,Leste,Inativo
9253,B,87.70624414925155,5,2023-01-07 10:13:00,Norte,Ativo
9254,B,112.11517595100088,93,2023-01-07 10:14:00,Leste,Ativo
9255,D,115.00123594213447,26,2023-01-07 10:15:00,Sul,Ativo
9256,C,107.89197870716528,51,2023-01-07 10:16:00,Norte,Ativo
9257,B,93.52965113115222,38,2023-01-07 10:17:00,Norte,Ativo
9258,E,108.81014345207247,3,2023-01-07 10:18:00,Sul,Ativo
9259,A,96.89316891767982,85,2023-01-07 10:19:00,Leste,Inativo
9260,A,99.49413613781988,59,2023-01-07 10:20:00,Oeste,Ativo
9261,C,84.29176013354686,13,2023-01-07 10:21:00,Sul,Ativo
9262,D,70.73127687963711,95,2023-01-07 10:22:00,Sul,Inativo
9263,E,111.2649400164767,81,2023-01-07 10:23:00,Oeste,Pendente
9264,C,112.12600366694191,35,2023-01-07 10:24:00,Oeste,Ativo
9265,A,125.93277539838633,87,2023-01-07 10:25:00,Oeste,Ativo
9266,C,100.97029324439119,3,2023-01-07 10:26:00,Oeste,Ativo
9267,E,95.685325844589,53,2023-01-07 10:27:00,Sul,Inativo
9268,B,71.80374194644514,55,2023-01-07 10:28:00,Oeste,Inativo
9269,E,99.20952307670352,45,2023-01-07 10:29:00,Leste,Ativo
9270,B,107.20396272666433,66,2023-01-07 10:30:00,Oeste,Ativo
9271,B,63.605227201756506,67,2023-01-07 10:31:00,Norte,Inativo
9272,B,121.3804457839412,84,2023-01-07 10:32:00,Norte,Ativo
9273,C,85.75925027584536,44,2023-01-07 10:33:00,Oeste,Inativo
9274,A,96.07799435765733,73,2023-01-07 10:34:00,Sul,Inativo
9275,C,111.95541300672953,68,2023-01-07 10:35:00,Sul,Inativo
9276,A,99.853736394639,62,2023-01-07 10:36:00,Leste,Ativo
9277,E,128.06722314746176,25,2023-01-07 10:37:00,Sul,Pendente
9278,D,112.57612301569415,52,2023-01-07 10:38:00,Leste,Ativo
9279,E,97.033357873976,50,2023-01-07 10:39:00,Leste,Ativo
9280,C,37.59500906203083,1,2023-01-07 10:40:00,Leste,Ativo
9281,C,119.92373342190609,39,2023-01-07 10:41:00,Oeste,Ativo
9282,A,76.40885956633218,52,2023-01-07 10:42:00,Sul,Ativo
9283,C,117.03729851443539,76,2023-01-07 10:43:00,Norte,Inativo
9284,B,109.80378548279631,40,2023-01-07 10:44:00,Leste,Pendente
9285,C,96.02428037542936,60,2023-01-07 10:45:00,Norte,Inativo
9286,A,119.0658250860504,88,2023-01-07 10:46:00,Leste,Ativo
9287,A,110.42079515134225,73,2023-01-07 10:47:00,Sul,Ativo
9288,B,106.56724790667059,84,2023-01-07 10:48:00,Oeste,Pendente
9289,A,65.67345780645573,69,2023-01-07 10:49:00,Leste,Pendente
9290,D,100.79696479030648,20,2023-01-07 10:50:00,Leste,Pendente
9291,E,75.14347883340349,85,2023-01-07 10:51:00,Norte,Ativo
9292,C,78.08124440659195,2,2023-01-07 10:52:00,Oeste,Inativo
9293,D,92.77715130776342,85,2023-01-07 10:53:00,Sul,Inativo
9294,C,129.26834895953448,88,2023-01-07 10:54:00,Leste,Ativo
9295,D,107.30781568724287,9,2023-01-07 10:55:00,Sul,Ativo
9296,C,108.62536883210112,39,2023-01-07 10:56:00,Oeste,Inativo
9297,B,115.4085354381264,30,2023-01-07 10:57:00,Norte,Ativo
9298,A,82.50639397321449,54,2023-01-07 10:58:00,Oeste,Ativo
9299,A,68.4718038438064,82,2023-01-07 10:59:00,Oeste,Ativo
9300,B,64.9203435851564,58,2023-01-07 11:00:00,Oeste,Ativo
9301,D,104.62142148963841,44,2023-01-07 11:01:00,Oeste,Ativo
9302,E,119.73382439989001,43,2023-01-07 11:02:00,Sul,Ativo
9303,D,118.25499559827693,10,2023-01-07 11:03:00,Sul,Ativo
9304,A,83.37904303377803,48,2023-01-07 11:04:00,Norte,Inativo
9305,E,127.10991065750015,85,2023-01-07 11:05:00,Leste,Ativo
9306,C,140.86084486940635,86,2023-01-07 11:06:00,Leste,Ativo
9307,E,112.1526351869628,17,2023-01-07 11:07:00,Oeste,Ativo
9308,D,129.74559254545804,5,2023-01-07 11:08:00,Oeste,Inativo
9309,B,117.46311209016757,70,2023-01-07 11:09:00,Sul,Ativo
9310,C,95.4056881310977,74,2023-01-07 11:10:00,Leste,Ativo
9311,D,86.70836368139067,64,2023-01-07 11:11:00,Norte,Ativo
9312,C,67.73843692648379,66,2023-01-07 11:12:00,Oeste,Pendente
9313,E,91.10474837332502,71,2023-01-07 11:13:00,Sul,Ativo
9314,A,95.26337082068855,4,2023-01-07 11:14:00,Oeste,Ativo
9315,D,95.70545212418983,83,2023-01-07 11:15:00,Oeste,Inativo
9316,B,97.74837070932105,28,2023-01-07 11:16:00,Sul,Ativo
9317,E,54.126054995448875,84,2023-01-07 11:17:00,Leste,Ativo
9318,D,115.58059075959427,94,2023-01-07 11:18:00,Leste,Ativo
9319,B,117.90173672128668,38,2023-01-07 11:19:00,Oeste,Ativo
9320,D,107.42062431972033,66,2023-01-07 11:20:00,Leste,Ativo
9321,E,76.61309072468391,67,2023-01-07 11:21:00,Sul,Ativo
9322,D,107.33971513102054,60,2023-01-07 11:22:00,Leste,Inativo
9323,C,100.4522004762911,47,2023-01-07 11:23:00,Oeste,Ativo
9324,E,109.48965392501053,25,2023-01-07 11:24:00,Oeste,Ativo
9325,D,131.02245178932827,66,2023-01-07 11:25:00,Sul,Inativo
9326,A,96.43062011171101,79,2023-01-07 11:26:00,Oeste,Pendente
9327,D,103.63050993493295,67,2023-01-07 11:27:00,Leste,Ativo
9328,C,82.71276995148499,69,2023-01-07 11:28:00,Sul,Ativo
9329,B,118.43352638955135,40,2023-01-07 11:29:00,Oeste,Ativo
9330,B,114.05473343218851,50,2023-01-07 11:30:00,Sul,Inativo
9331,B,104.33121094276585,40,2023-01-07 11:31:00,Sul,Ativo
9332,A,78.93738234188717,37,2023-01-07 11:32:00,Leste,Ativo
9333,C,86.33393342305375,91,2023-01-07 11:33:00,Leste,Inativo
9334,E,63.374827243765324,69,2023-01-07 11:34:00,Norte,Ativo
9335,B,86.09794675846946,17,2023-01-07 11:35:00,Sul,Ativo
9336,C,114.18734789166825,62,2023-01-07 11:36:00,Leste,Ativo
9337,D,107.9152360851614,41,2023-01-07 11:37:00,Oeste,Inativo
9338,A,103.19375922420072,76,2023-01-07 11:38:00,Norte,Inativo
9339,C,129.68598181836637,42,2023-01-07 11:39:00,Norte,Ativo
9340,C,106.09059498660247,31,2023-01-07 11:40:00,Oeste,Ativo
9341,E,88.45690324887678,33,2023-01-07 11:41:00,Leste,Inativo
9342,C,86.00129581467016,43,2023-01-07 11:42:00,Sul,Inativo
9343,E,95.36570066177175,93,2023-01-07 11:43:00,Norte,Ativo
9344,A,90.99609993398934,67,2023-01-07 11:44:00,Oeste,Ativo
9345,A,119.0596299004558,38,2023-01-07 11:45:00,Oeste,Inativo
9346,D,108.42894365460381,41,2023-01-07 11:46:00,Oeste,Ativo
9347,E,93.60653785081067,63,2023-01-07 11:47:00,Oeste,Ativo
9348,E,94.36792393132355,40,2023-01-07 11:48:00,Norte,Ativo
9349,B,114.06483457644825,30,2023-01-07 11:49:00,Sul,Inativo
9350,B,120.21884216105963,47,2023-01-07 11:50:00,Leste,Ativo
9351,D,63.13196696379414,22,2023-01-07 11:51:00,Oeste,Ativo
9352,A,96.57574992435777,96,2023-01-07 11:52:00,Oeste,Pendente
9353,B,101.82982852802013,55,2023-01-07 11:53:00,Sul,Ativo
9354,C,110.96276761165127,43,2023-01-07 11:54:00,Sul,Ativo
9355,A,102.2598486863595,61,2023-01-07 11:55:00,Leste,Ativo
9356,C,108.1439983161296,74,2023-01-07 11:56:00,Norte,Ativo
9357,E,95.26081720111708,32,2023-01-07 11:57:00,Sul,Ativo
9358,A,83.8827808949315,4,2023-01-07 11:58:00,Norte,Ativo
9359,D,115.68390199971134,93,2023-01-07 11:59:00,Norte,Ativo
9360,E,116.31811977968968,45,2023-01-07 12:00:00,Oeste,Ativo
9361,E,113.03667464338105,72,2023-01-07 12:01:00,Norte,Inativo
9362,C,116.5958162821384,20,2023-01-07 12:02:00,Oeste,Pendente
9363,E,80.56544879489732,71,2023-01-07 12:03:00,Oeste,Ativo
9364,B,89.85129774326604,65,2023-01-07 12:04:00,Leste,Pendente
9365,A,122.39733259871493,60,2023-01-07 12:05:00,Norte,Pendente
9366,B,107.1246624573528,89,2023-01-07 12:06:00,Sul,Ativo
9367,C,101.12334512934235,26,2023-01-07 12:07:00,Sul,Pendente
9368,C,94.96214498335141,73,2023-01-07 12:08:00,Sul,Ativo
9369,A,125.35797590341772,23,2023-01-07 12:09:00,Leste,Inativo
9370,E,64.59132194927551,40,2023-01-07 12:10:00,Oeste,Pendente
9371,D,105.88145925637889,2,2023-01-07 12:11:00,Oeste,Inativo
9372,C,98.6677728798899,26,2023-01-07 12:12:00,Sul,Ativo
9373,A,74.94967615584656,78,2023-01-07 12:13:00,Oeste,Ativo
9374,D,132.3328235797779,62,2023-01-07 12:14:00,Oeste,Ativo
9375,E,46.18787223964047,44,2023-01-07 12:15:00,Leste,Ativo
9376,C,102.42509500197389,31,2023-01-07 12:16:00,Norte,Ativo
9377,A,110.56923783647419,26,2023-01-07 12:17:00,Norte,Ativo
9378,A,80.49878549159175,83,2023-01-07 12:18:00,Leste,Inativo
9379,A,105.54520588732326,5,2023-01-07 12:19:00,Leste,Inativo
